"File Path: C:\Users\Administrator\Desktop\Stefan_Data\Pilot_testing\Test Run 15 15-06-2022 11 34 45\DAQ- Time, … - (Timed).csv   
Test: MineralizedBone_Elastic_test
Test Run: Test Run 15
Date: 15/06/2022 11:31:55

"
"Time ","Axial Force ","RL_20000A-100SS_load_cel ","Axial Displacement ","Xtens_longitudinal_mm ","Axial Count "
"sec","N","N","mm","mm","cycles"
"20.970703125","6.80868196487427","6.54923391342163","0.00414474925491959","0.000350660940284797","0"
"20.98046875","6.80985975265503","6.49244117736816","0.00352839629158552","0.000356943871793192","0"
"20.990234375","7.24227428436279","7.07625770568848","0.00385711791750509","0.000355644374394615","0"
"21","7.54165267944336","6.78106164932251","0.00426444648837787","0.000415733723002631","0"
"21.009765625","7.83953332901001","7.08322477340698","0.00401075931222294","0.000423329424847907","0"
"21.01953125","7.89523029327393","6.78304433822632","0.00409472659157473","0.000420856395066949","0"
"21.029296875","7.75933265686035","7.53039073944092","0.00456458337794174","0.000454703240393428","0"
"21.0390625","7.26636505126953","7.03801488876343","0.00420727747041383","0.000457216998484","0"
"21.048828125","7.71577167510986","7.48475980758667","0.00449312256023404","0.000489339811338141","0"
"21.05859375","7.66477918624878","7.10835742950439","0.00499156385558308","0.000525621828728617","0"
"21.068359375","8.30034732818604","7.73794984817505","0.00435020001532394","0.000516458896981931","0"
"21.078125","8.55206966400146","7.66124486923218","0.00583659266339964","0.000513936242896307","0"
"21.087890625","8.51431369781494","8.19583892822266","0.0047843263928371","0.000577855757910584","0"
"21.09765625","8.30153751373291","7.864426612854","0.00436449226981495","0.000579012294110726","0"
"21.107421875","8.56143856048584","8.61566066741943","0.00575441208638949","0.000585266661801143","0"
"21.1171875","8.3394832611084","7.94158887863159","0.00503622732139775","0.000619901129539358","0"
"21.126953125","8.84757709503174","8.31238269805908","0.00571510827285238","0.000653033566777594","0"
"21.13671875","9.07198238372803","7.93923902511597","0.005143419457454","0.000649086246085062","0"
"21.146484375","9.08396434783936","8.57627868652344","0.00591162688579061","0.000622166794528312","0"
"21.15625","8.54456329345703","8.01251697540283","0.00548643311049091","0.000648492516575061","0"
"21.166015625","8.91534423828125","8.54228496551514","0.00566329936191323","0.000652152039037901","0"
"21.17578125","9.03121662139893","8.3850679397583","0.00538638687430648","0.000670655595058633","0"
"21.185546875","9.66875457763672","9.25396156311035","0.00572404132981319","0.000684602355249808","0"
"21.1953125","9.88273620605469","8.93327331542969","0.00643150679024984","0.000696814652201283","0"
"21.205078125","9.99855041503906","9.24203586578369","0.00696210645401152","0.000722017887255788","0"
"21.21484375","9.7859058380127","9.06669235229492","0.00610635834163986","0.000748858383303741","0"
"21.224609375","9.40404987335205","9.46963024139404","0.0065744297899073","0.000782492634243681","0"
"21.234375","9.63481712341309","9.38882541656494","0.00631002285444993","0.000774587590512965","0"
"21.244140625","9.24673080444336","9.56549549102783","0.00644401279714657","0.000779502499881346","0"
"21.25390625","10.3648862838745","8.9922571182251","0.0068048916546104","0.000815794294339867","0"
"21.263671875","10.2645463943481","9.72247123718262","0.00698711755831027","0.000812341056644073","0"
"21.2734375","10.3461923599243","9.40535259246826","0.00651011441732408","0.000778253252065042","0"
"21.283203125","10.9359006881714","10.1415300369263","0.00746412115404382","0.000815572946066823","0"
"21.29296875","10.0389070510864","10.0974597930908","0.00712110750100692","0.000852385255711852","0"
"21.302734375","10.2245254516602","10.0268983840942","0.00752664982428541","0.000887277224137506","0"
"21.3125","10.5739307403564","9.8773365020752","0.00806439584266627","0.000880130414770974","0"
"21.322265625","11.314281463623","10.1524934768677","0.00737479467716184","0.000882244478361827","0"
"21.33203125","11.3868827819824","10.3455324172974","0.00860035379446344","0.00088314544655077","0"
"21.341796875","10.7885475158691","10.5892391204834","0.00761061664888985","0.000872312057254021","0"
"21.3515625","11.4103403091431","10.8125257492065","0.00861286025610752","0.000914978272703593","0"
"21.361328125","10.9312877655029","10.8545064926147","0.00801258647697978","0.000936626292968867","0"
"21.37109375","11.0499172210693","10.8522977828979","0.00790182093624026","0.000978075377133791","0"
"21.380859375","11.4945764541626","10.9059724807739","0.00829843065730529","0.000979932224254298","0"
"21.390625","12.2986345291138","11.060399055481","0.00879329945746576","0.000971687882156402","0"
"21.400390625","11.9831695556641","11.0041170120239","0.00838418418425135","0.000968151653069071","0"
"21.41015625","11.1449527740479","11.3755664825439","0.00887547957972856","0.0010019549563367","0"
"21.419921875","11.1828298568726","10.9949750900269","0.00875220939633437","0.00104018272395479","0"
"21.4296875","11.9079484939575","11.3239898681641","0.00884689598024124","0.00104160210412374","0"
"21.439453125","12.2010698318481","11.2508249282837","0.00877543425303884","0.00103437014331575","0"
"21.44921875","12.623833656311","11.8934240341187","0.00908093079488026","0.00107434141227714","0"
"21.458984375","12.8248605728149","11.8459024429321","0.00964726041274844","0.00110314272205869","0"
"21.46875","12.3537864685059","12.2171459197998","0.00919348167371936","0.00110729149582767","0"
"21.478515625","12.0012311935425","11.5702142715454","0.00868610732140951","0.00113809755930561","0"
"21.48828125","12.5394468307495","12.2937002182007","0.00915775126486551","0.001139614710155","0"
"21.498046875","12.79212474823","12.0434284210205","0.00963296861300478","0.00114134206796734","0"
"21.5078125","12.8157596588135","12.1858901977539","0.00918812202144181","0.00118073126031959","0"
"21.517578125","13.3873434066772","12.2964687347412","0.0104422661024728","0.00117295985546662","0"
"21.52734375","12.8042554855347","12.6111555099487","0.00997598181129433","0.00117412560030061","0"
"21.537109375","12.9768524169922","12.1986885070801","0.00999384701572126","0.0011955476111325","0"
"21.546875","12.8460836410522","13.0488405227661","0.00996169001155067","0.00123002519103466","0"
"21.556640625","13.3819274902344","12.5399379730225","0.0104386936072842","0.0012015400443488","0"
"21.56640625","14.0922527313232","13.5137414932251","0.0107120322354604","0.00122820813430735","0"
"21.576171875","13.9151983261108","12.9582767486572","0.0109996635728749","0.00125202097933652","0"
"21.5859375","13.5244464874268","13.1497564315796","0.0103261427284451","0.00129331908738095","0"
"21.595703125","13.4941606521606","12.5227289199829","0.0109424945549108","0.00127753241940809","0"
"21.60546875","14.0155439376831","13.5597696304321","0.0114873864731635","0.00126305872072408","0"
"21.615234375","13.589771270752","13.376088142395","0.0102636131487088","0.00123670929497166","0"
"21.625","13.9714078903198","13.4087572097778","0.0111157887658919","0.00126187615023809","0"
"21.634765625","14.4156188964844","13.3373146057129","0.0111765302790445","0.00129908926282951","0"
"21.64453125","15.1636848449707","13.9746961593628","0.0115266902867006","0.00130216983507125","0"
"21.654296875","14.5951900482178","13.8556594848633","0.0116195897135185","0.00130448836443975","0"
"21.6640625","14.2014188766479","13.9851922988892","0.0112176203401759","0.00133182300032786","0"
"21.673828125","13.9173669815063","13.6908407211304","0.0117482195491903","0.00137159690893895","0"
"21.68359375","14.3474826812744","14.0435228347778","0.0115320499389782","0.00136455935262347","0"
"21.693359375","14.656364440918","13.8634119033813","0.0117321405923576","0.00137335177896603","0"
"21.703125","15.3863611221313","14.3785228729248","0.0115534876385937","0.00135950165258691","0"
"21.712890625","14.9281072616577","14.3600168228149","0.0122180763355573","0.0013944238617114","0"
"21.72265625","15.207799911499","14.6144971847534","0.0121341099657002","0.00139669589316327","0"
"21.732421875","15.0051259994507","14.8735227584839","0.0118161078717094","0.00142800320190872","0"
"21.7421875","15.4005832672119","14.8427572250366","0.0124110229080543","0.00145682577112893","0"
"21.751953125","15.6732196807861","14.9760942459106","0.0125896749523235","0.00149282072925416","0"
"21.76171875","16.0331039428711","14.9263229370117","0.0124449661598192","0.00149973573115858","0"
"21.771484375","16.0320873260498","15.313756942749","0.0129183972603641","0.00149341201449715","0"
"21.78125","15.415509223938","14.9800539016724","0.0128469355331617","0.00152637301198411","0"
"21.791015625","15.6400747299194","15.2846345901489","0.0128094179672189","0.00156921430516377","0"
"21.80078125","16.0179138183594","15.4060344696045","0.0132363984448602","0.00155924419686926","0"
"21.810546875","16.3981590270996","15.9575080871582","0.0131810165839852","0.00156110218085814","0"
"21.8203125","16.4538555145264","15.5044536590576","0.0129023173940368","0.00159496119067626","0"
"21.830078125","16.5349445343018","15.8304109573364","0.0139795947688981","0.00160113654601446","0"
"21.83984375","16.6527462005615","15.7021398544312","0.0136848175316118","0.00159477019678889","0"
"21.849609375","16.2383251190186","16.1401767730713","0.0142904509630171","0.00160141610194842","0"
"21.859375","15.9762859344482","15.6679372787476","0.0139849553306703","0.00163776167028118","0"
"21.869140625","16.8784236907959","16.2940006256104","0.013395399946603","0.00162841035944439","0"
"21.87890625","16.9945888519287","16.1179962158203","0.0147728151205229","0.00163522895491042","0"
"21.888671875","17.0668983459473","16.2891578674316","0.0148371300383587","0.00162689389071602","0"
"21.8984375","17.3844337463379","16.2047233581543","0.0148067583722877","0.00166243660260079","0"
"21.908203125","16.7422847747803","16.8585205078125","0.0143065299198497","0.00169905479197041","0"
"21.91796875","16.8236637115479","16.3502807617188","0.0148585677379742","0.00169750467193808","0"
"21.927734375","17.1504650115967","17.0113277435303","0.0148710741996183","0.00169972838648391","0"
"21.9375","17.6729049682617","16.6657962799072","0.0145298463394283","0.00170439852809068","0"
"21.947265625","17.7334232330322","17.0822715759277","0.0151301201185561","0.00172921761532052","0"
"21.95703125","17.810848236084","16.8878231048584","0.0149085899465717","0.0017414046169506","0"
"21.966796875","17.9382400512695","17.6607494354248","0.0154141780512873","0.00175964510162885","0"
"21.9765625","17.3304290771484","17.0828170776367","0.0150354344441439","0.00176616288172227","0"
"21.986328125","17.5213356018066","17.4114475250244","0.015355222785729","0.00177294577952125","0"
"21.99609375","18.1416702270508","17.1289291381836","0.0151479862324777","0.00179286485035846","0"
"22.005859375","18.5721035003662","18.0135078430176","0.0158018556248862","0.00179283415491227","0"
"22.015625","18.8112087249756","17.4119739532471","0.0154874251165893","0.00179164248947927","0"
"22.025390625","18.785982131958","17.8828716278076","0.015485638868995","0.00182925020908442","0"
"22.03515625","18.5751361846924","17.8136119842529","0.015900113794487","0.00183992813163059","0"
"22.044921875","18.5542297363281","18.1652431488037","0.0161055668286281","0.00184908833489317","0"
"22.0546875","18.8197555541992","18.4142017364502","0.0164360735652735","0.0018596989548314","0"
"22.064453125","19.1684246063232","18.3262691497803","0.0162609940161929","0.00189531249361607","0"
"22.07421875","19.1087608337402","18.2076511383057","0.0168362566910218","0.00189535228400928","0"
"22.083984375","19.4956951141357","18.4609489440918","0.016298510672641","0.00192883476302086","0"
"22.09375","19.3915023803711","18.4692840576172","0.0165772107720841","0.0018927303244709","0"
"22.103515625","19.0197734832764","18.9551086425781","0.0165611309057567","0.00193028449757549","0"
"22.11328125","18.8372802734375","18.4591999053955","0.0167505040735705","0.00195767802324553","0"
"22.123046875","19.5135383605957","18.7916641235352","0.0164735920407111","0.00198698262465768","0"
"22.1328125","20.0575885772705","19.0315361022949","0.0167790876730578","0.00195613893083646","0"
"22.142578125","19.9984874725342","19.220100402832","0.0164450066222344","0.00195262532542984","0"
"22.15234375","19.8731670379639","19.2498168945313","0.0171739102370339","0.0019795529624389","0"
"22.162109375","19.5696277618408","19.0578308105469","0.017372214642819","0.00202800902115996","0"
"22.171875","19.6839847564697","19.1609115600586","0.0176616322278278","0.00203024114853179","0"
"22.181640625","19.6082992553711","19.2463569641113","0.0171667634276673","0.00202589671971509","0"
"22.19140625","20.4422702789307","19.6277141571045","0.0181833001988707","0.00202602132048924","0"
"22.201171875","20.4849185943604","19.6141662597656","0.0172560903592967","0.00205856485990807","0"
"22.2109375","20.4696216583252","19.6168155670166","0.0174436772795161","0.00208935034606839","0"
"22.220703125","20.2036514282227","19.9327239990234","0.0176294761331519","0.00209012500818062","0"
"22.23046875","20.446418762207","20.353479385376","0.0180278711923165","0.00210907910513924","0"
"22.240234375","20.8928775787354","20.1318359375","0.0181618615897605","0.00215057980312849","0"
"22.25","21.1775054931641","20.2465381622314","0.0185406061063986","0.00217232536670053","0"
"22.259765625","21.7684535980225","20.3883571624756","0.0188818339665886","0.00217487831832841","0"
"22.26953125","21.3041648864746","20.5134658813477","0.0186388642759994","0.002182078333135","0"
"22.279296875","21.167688369751","20.2306480407715","0.0186049219337292","0.00222334233512811","0"
"22.2890625","21.3268604278564","20.8150901794434","0.0188496742339339","0.00221555910684401","0"
"22.298828125","21.396785736084","20.6772651672363","0.0194910389836878","0.00221873938244244","0"
"22.30859375","21.9128189086914","21.2170181274414","0.0193802752619376","0.00225632697947731","0"
"22.318359375","22.039041519165","20.9859600067139","0.0199626829271438","0.00228529393098142","0"
"22.328125","22.0498123168945","21.2121429443359","0.0191783965419745","0.00228702606364095","0"
"22.337890625","22.1173629760742","20.7692699432373","0.0194302974705352","0.00232286674872739","0"
"22.34765625","22.1856632232666","21.8923072814941","0.0202646060643019","0.00231820490625978","0"
"22.357421875","22.0811595916748","21.2847690582275","0.0200252125068801","0.00234862045545015","0"
"22.3671875","22.1553554534912","21.4974040985107","0.0195446355064632","0.00235039624385536","0"
"22.376953125","22.8230018615723","21.2558689117432","0.0200269987544743","0.00234907952290087","0"
"22.38671875","22.6825675964355","22.0971851348877","0.0200162794499192","0.00235347579291556","0"
"22.396484375","22.662317276001","21.2087154388428","0.0199090882233577","0.00237984295381466","0"
"22.40625","22.3745994567871","21.9761543273926","0.0198751422431087","0.00237939298131096","0"
"22.416015625","22.7150821685791","22.0232753753662","0.020820216377615","0.00238394909501949","0"
"22.42578125","23.0165901184082","22.3585739135742","0.0200180656975135","0.00241382304011495","0"
"22.435546875","23.4383430480957","22.4034385681152","0.021368681700551","0.00244236866819847","0"
"22.4453125","23.2415637969971","22.3804016113281","0.0200091344595421","0.00246726767727523","0"
"22.455078125","23.6766414642334","22.1919631958008","0.0214365700230701","0.00247719458457141","0"
"22.46484375","22.9526863098145","22.7635593414307","0.0205843953153817","0.00248975516115024","0"
"22.474609375","23.299711227417","22.4163990020752","0.0216277294384781","0.00248113838097197","0"
"22.484375","23.0863227844238","22.8515472412109","0.0208041383302771","0.00247858702095982","0"
"22.494140625","23.2430839538574","22.5373592376709","0.0207862740353448","0.00251120400207583","0"
"22.50390625","24.3219203948975","23.4060573577881","0.0216563130379654","0.00251371830017888","0"
"22.513671875","24.1516036987305","22.8659000396729","0.0214830215554684","0.00249484355663299","0"
"22.5234375","24.0619964599609","23.1000728607178","0.0218153145397082","0.00254819315159693","0"
"22.533203125","24.2013397216797","23.2375965118408","0.0221493955905316","0.00254738620242279","0"
"22.54296875","24.2305126190186","23.8156566619873","0.0219314388232306","0.00258379805018194","0"
"22.552734375","24.0004825592041","23.4871864318848","0.0218063814827474","0.00258808336184302","0"
"22.5625","24.3813610076904","23.5097045898438","0.0212346931220964","0.00261846525972942","0"
"22.572265625","25.2676048278809","23.8098125457764","0.0214580086321803","0.002639335434651","0"
"22.58203125","25.5407009124756","24.2873420715332","0.0230373007070739","0.00264883669842675","0"
"22.591796875","24.6349620819092","24.1663513183594","0.0223387687583454","0.00264290792983957","0"
"22.6015625","24.7282619476318","24.1069583892822","0.0222244307224173","0.00271187514044868","0"
"22.611328125","24.2671146392822","24.2833232879639","0.0223834304051707","0.00271299040832673","0"
"22.62109375","25.1163768768311","24.0474834442139","0.0226317588385427","0.00273717932941508","0"
"22.630859375","26.1066150665283","24.4206428527832","0.0233767423196696","0.00270750820163812","0"
"22.640625","26.1150741577148","24.6373844146729","0.0234356975852279","0.00271284875452693","0"
"22.650390625","25.7818775177002","24.7769584655762","0.0230766054301057","0.00274077251560811","0"
"22.66015625","25.9412498474121","24.8554611206055","0.0242842997977277","0.00276676610155846","0"
"22.669921875","25.3935966491699","25.0831737518311","0.0224959840124939","0.002800364200084","0"
"22.6796875","25.9164180755615","24.8538188934326","0.0234446306421887","0.00280201584246242","0"
"22.689453125","25.8672523498535","25.2923774719238","0.0229050983762136","0.00280779704553424","0"
"22.69921875","26.4177684783936","24.7601070404053","0.0232445399888093","0.0027983364816464","0"
"22.708984375","26.2975769042969","25.4993114471436","0.023680451704422","0.00283720055449521","0"
"22.71875","26.0176067352295","25.2821311950684","0.0239109140238725","0.0028350516458886","0"
"22.728515625","25.7190856933594","25.5544948577881","0.0233034934353782","0.00282417113339761","0"
"22.73828125","26.1247310638428","25.3557720184326","0.023860891815275","0.00287302555079805","0"
"22.748046875","26.8181133270264","25.9093761444092","0.0239216333284276","0.00290462094199029","0"
"22.7578125","27.0959148406982","25.7847270965576","0.0247219995799242","0.00289160266220279","0"
"22.767578125","27.2378044128418","26.1124610900879","0.0245094015554059","0.00293245398097497","0"
"22.77734375","26.6156368255615","25.5867652893066","0.0247255720751127","0.00293634116133035","0"
"22.787109375","26.7602291107178","26.3513031005859","0.0243825579673285","0.00293805032924865","0"
"22.796875","26.6610374450684","25.9750900268555","0.0247934585786425","0.00293544394480705","0"
"22.806640625","26.9409980773926","26.5137386322021","0.0250703706115019","0.00300502256322943","0"
"22.81640625","27.3888721466064","26.0795669555664","0.0246487506956328","0.00303703927784227","0"
"22.826171875","27.5833969116211","26.7191200256348","0.0252240133704618","0.00302347280012327","0"
"22.8359375","27.5664672851563","26.1384868621826","0.0255330833169864","0.00306621132040164","0"
"22.845703125","27.2779865264893","26.9977035522461","0.0248720662057167","0.00305815387946495","0"
"22.85546875","27.276762008667","26.4733772277832","0.0254884198511718","0.00309693359668017","0"
"22.865234375","27.8211727142334","27.157693862915","0.0259100397670409","0.00309666893372196","0"
"22.875","28.0154514312744","26.8443832397461","0.0254955666605383","0.00312570296046033","0"
"22.884765625","28.7157745361328","27.2823657989502","0.0260511769738514","0.00315447300636151","0"
"22.89453125","28.2905197143555","27.5164852142334","0.026188739866484","0.00317484068546037","0"
"22.904296875","27.8150482177734","27.4555263519287","0.0259404132521013","0.00320687581734092","0"
"22.9140625","28.044979095459","27.3199920654297","0.0259618500422221","0.00323742278851569","0"
"22.923828125","28.9283256530762","27.9984951019287","0.0267604300461244","0.0032536381695536","0"
"22.93359375","28.2936115264893","27.738941192627","0.0262780649791239","0.00326148779095092","0"
"22.943359375","29.0868682861328","27.7906513214111","0.026794374207384","0.00329623958350567","0"
"22.953125","29.125057220459","27.9479694366455","0.0269140709860949","0.00329451313518803","0"
"22.962890625","29.0517520904541","28.0870151519775","0.0275071997748455","0.00332883018927532","0"
"22.97265625","28.7860908508301","28.1792659759521","0.0264549325947883","0.00333123716700356","0"
"22.982421875","28.9787693023682","28.2654762268066","0.0273178266070317","0.00336818834512087","0"
"22.9921875","28.8028926849365","28.3730182647705","0.0274107260338496","0.0033900450944202","0"
"23.001953125","29.1884002685547","28.1035270690918","0.0273678488156293","0.00338680933964497","0"
"23.01171875","29.3510971069336","28.2679271697998","0.0268622625299031","0.00339974008056743","0"
"23.021484375","29.6519050598145","28.5657176971436","0.0275500751740765","0.0033970616186707","0"
"23.03125","30.0808506011963","28.888973236084","0.0281503489532042","0.00339922803505033","0"
"23.041015625","29.6152515411377","28.9953804016113","0.0276340415439336","0.00342235694006376","0"
"23.05078125","29.5958518981934","29.1400814056396","0.0276840637525311","0.00346531373907055","0"
"23.060546875","30.6209564208984","29.0522041320801","0.0283182816929184","0.00349218544215546","0"
"23.0703125","30.3395500183105","29.2863025665283","0.0284004636341706","0.00348522803506057","0"
"23.080078125","30.6892127990723","29.0533847808838","0.0273267596639926","0.00352673214365495","0"
"23.08984375","30.8701343536377","29.8079509735107","0.0287148941424675","0.00348805065186752","0"
"23.099609375","29.9911098480225","29.3128890991211","0.0278555708064232","0.00352571851180983","0"
"23.109375","30.0162467956543","29.7805862426758","0.0287952861981466","0.00352942925019306","0"
"23.119140625","30.9230442047119","29.6162452697754","0.0287559832941042","0.00355663905793335","0"
"23.12890625","31.3194847106934","30.316047668457","0.0285487458313582","0.00355392899109575","0"
"23.138671875","31.4842433929443","30.1540966033936","0.0289525014522951","0.00360133390131523","0"
"23.1484375","31.0827484130859","30.120719909668","0.0289096242340747","0.00362383593710547","0"
"23.158203125","30.7715320587158","29.83078956604","0.0279520445474191","0.00362047012458788","0"
"23.16796875","31.2733840942383","30.7282161712646","0.029854698368581","0.00363087860932865","0"
"23.177734375","30.9370613098145","30.2055397033691","0.0288560277112992","0.00366236668014608","0"
"23.1875","31.6036911010742","30.6153507232666","0.0296421021630522","0.00366504377780075","0"
"23.197265625","31.6112670898438","30.2935180664063","0.0293544690066483","0.0036864744288323","0"
"23.20703125","31.9434032440186","30.9058837890625","0.0298743507300969","0.00365987398254219","0"
"23.216796875","31.7775115966797","30.6152935028076","0.029590291887871","0.0036956446365366","0"
"23.2265625","31.7421855926514","31.3659973144531","0.029931519748061","0.00373408124687558","0"
"23.236328125","31.7411727905273","30.6992225646973","0.0294795281661209","0.00379084349333425","0"
"23.24609375","32.0812339782715","31.39284324646","0.0296099442493869","0.00379238667846948","0"
"23.255859375","32.4581604003906","31.2751007080078","0.0296099442493869","0.00379575521947118","0"
"23.265625","32.3671112060547","31.4161071777344","0.0304531859001145","0.00378900085706846","0"
"23.275390625","32.1331787109375","30.9444465637207","0.0304388941003708","0.00381778090741136","0"
"23.28515625","32.386100769043","31.5640487670898","0.0300547908409499","0.00382646430807654","0"
"23.294921875","33.0174522399902","31.6777191162109","0.0308372909785248","0.00382886491934187","0"
"23.3046875","32.4773941040039","32.1285705566406","0.0309158967866097","0.00384437089451239","0"
"23.314453125","33.1797332763672","31.405330657959","0.0299958337564021","0.00389370006814715","0"
"23.32421875","33.2991142272949","32.1521224975586","0.0309194692817982","0.00390033346775454","0"
"23.333984375","33.2721099853516","32.0004806518555","0.0310963368974626","0.00392920264857821","0"
"23.34375","33.1469039916992","32.366886138916","0.0310195173369721","0.00392234960600035","0"
"23.353515625","33.3305969238281","32.4223670959473","0.0312374722852837","0.0039915016714076","0"
"23.36328125","33.1604499816895","32.7184181213379","0.0323826388921589","0.00399227337766206","0"
"23.373046875","33.1647758483887","32.1647529602051","0.0312785632559098","0.00399335340262041","0"
"23.3828125","33.7694473266602","32.4207191467285","0.0318770507874433","0.00400253520638216","0"
"23.392578125","33.7685813903809","32.3654670715332","0.0311267067445442","0.00399652708438225","0"
"23.40234375","33.7818260192871","32.5917816162109","0.0323022468364798","0.00399961390940007","0"
"23.412109375","33.4103851318359","32.6673431396484","0.0321378829539754","0.0039933183870744","0"
"23.421875","33.7365493774414","33.0292930603027","0.0323254680552054","0.00399751661461778","0"
"23.431640625","33.8357582092285","33.2585792541504","0.0323486929119099","0.00402823843614897","0"
"23.44140625","34.7133445739746","32.8784141540527","0.0321664701914415","0.00406108529205085","0"
"23.451171875","34.5857238769531","33.5026664733887","0.0326148874592036","0.00406170465794276","0"
"23.4609375","35.0701522827148","33.3531112670898","0.0330811708408874","0.00406643857786548","0"
"23.470703125","34.2210121154785","33.7186622619629","0.0327167181239929","0.00405146465709549","0"
"23.48046875","33.7619247436523","33.3395729064941","0.03217004268663","0.00409301583204069","0"
"23.490234375","34.300178527832","33.7203063964844","0.0329400354530662","0.00408968844567426","0"
"23.5","34.7612457275391","33.521068572998","0.0323522690450773","0.00409124777434045","0"
"23.509765625","35.2167625427246","34.2308158874512","0.0328364185406826","0.00413582847613725","0"
"23.51953125","35.551513671875","33.7584762573242","0.0339440666721202","0.00415708109358093","0"
"23.529296875","34.8576545715332","34.1539192199707","0.0332276686094701","0.00416382044932107","0"
"23.5390625","35.2444763183594","34.1990547180176","0.0344514410244301","0.00415453450841596","0"
"23.548828125","34.7854614257813","34.7693023681641","0.0336207049258519","0.00416728471464012","0"
"23.55859375","35.552906036377","34.0974731445313","0.0340387523465324","0.00421927052229876","0"
"23.568359375","35.6993217468262","34.7357635498047","0.0338404461217579","0.00421924960392062","0"
"23.578125","36.0202560424805","34.5594749450684","0.0338636709784623","0.00422366156271892","0"
"23.587890625","35.8112907409668","35.0250778198242","0.0336171324306633","0.00422454786530579","0"
"23.59765625","35.972728729248","34.826717376709","0.0341048544214573","0.0042532788029348","0"
"23.607421875","35.9033317565918","35.3348388671875","0.0341012819262687","0.00429036253990489","0"
"23.6171875","36.0334892272949","34.8227233886719","0.0343335268553346","0.00429004057878046","0"
"23.626953125","36.6567039489746","35.4619789123535","0.0342817183991428","0.00428900648330455","0"
"23.63671875","36.9495811462402","35.1432113647461","0.034690834581852","0.00432585329690482","0"
