"File Path: C:\Users\Administrator\Desktop\Stefan_Data\Pilot_testing\Test Run 7 27-06-2022 13 49 02\DAQ- Time, … - (Timed).csv   
Test: DemineralizedBone_failure_test
Test Run: Test Run 7
Date: 27/06/2022 13:42:07

"
"Time ","Axial Force ","RL_20000A-100SS_load_cel ","Axial Displacement ","Xtens_longitudinal_mm ","Axial Count "
"sec","N","N","mm","mm","cycles"
"76.5576171875","1.84250295162201","2.38896441459656","0.0105244471342303","0.00410218535762397","0"
"76.5673828125","1.83711063861847","2.49927163124084","0.0103100628621178","0.00413313500757795","0"
"76.5771484375","1.61598896980286","2.46785306930542","0.00995097070699558","0.00420004107581917","0"
"76.5869140625","2.17249488830566","2.44893217086792","0.0100545894383686","0.00416266902902862","0"
"76.5966796875","2.2484176158905","2.50600171089172","0.0104154687505797","0.00422757875639945","0"
"76.6064453125","2.46578478813171","2.48273134231567","0.0107209652924212","0.00432251408710727","0"
"76.6162109375","1.9508216381073","2.54971718788147","0.0106352117654751","0.00442783539256197","0"
"76.6259765625","1.63490772247314","2.47660160064697","0.0103529400803382","0.00448432547273114","0"
"76.6357421875","1.31940937042236","2.59668827056885","0.0111497320176568","0.00451912001153687","0"
"76.6455078125","1.87411665916443","2.4643988609314","0.0111943954834715","0.00455105282526347","0"
"76.6552734375","2.04625296592712","2.63539934158325","0.0114981057777186","0.00458340355180553","0"
"76.6650390625","2.16838097572327","2.39391756057739","0.0114034191938117","0.00458638351119589","0"
"76.6748046875","2.44455051422119","2.66689848899841","0.0115320499389782","0.00462481375507195","0"
"76.6845703125","1.8640444278717","2.33301138877869","0.0107352570921648","0.00478209540233365","0"
"76.6943359375","1.95658767223358","2.6824164390564","0.0116803312266711","0.00488576279167319","0"
"76.7041015625","2.10548162460327","2.2933177947998","0.0112980142148444","0.00494895857627853","0"
"76.7138671875","2.18144273757935","2.67299723625183","0.0121233906611451","0.00494807954964926","0"
"76.7236328125","2.45158433914185","2.26797223091125","0.0117660856631119","0.00491942455482786","0"
"76.7333984375","2.25517892837524","2.67904472351074","0.012321695976425","0.00488466002934729","0"
"76.7431640625","1.84343540668488","2.27404356002808","0.0127200919450843","0.00492015487907338","0"
"76.7529296875","1.95822560787201","2.72500896453857","0.0117910958579159","0.00501798103869078","0"
"76.7626953125","1.98611295223236","2.26970458030701","0.0121805605886038","0.00491930541102192","0"
"76.7724609375","1.77497279644012","2.72106075286865","0.0122716728583327","0.00490686306875432","0"
"76.7822265625","2.14281606674194","2.26945066452026","0.0123735053421115","0.00508081893713097","0"
"76.7919921875","2.47250080108643","2.72267627716064","0.0123609997899621","0.00518199794896645","0"
"76.8017578125","2.0656886100769","2.23523306846619","0.0121752009363263","0.00517742319061654","0"
"76.8115234375","2.07732558250427","2.73539710044861","0.0133400180857279","0.00517766193297575","0"
"76.8212890625","1.80596840381622","2.25140118598938","0.0128183510241797","0.00535932167622377","0"
"76.8310546875","1.93062126636505","2.74965119361877","0.012952340512129","0.00545492775927414","0"
"76.8408203125","2.35070466995239","2.27058434486389","0.0126807881315472","0.00538146514372784","0"
"76.8505859375","2.19447302818298","2.75115180015564","0.0129934305732604","0.00534565742782434","0"
"76.8603515625","2.24246287345886","2.36083197593689","0.0140349784487626","0.00538240374226007","0"
"76.8701171875","2.01131796836853","2.71104454994202","0.0137991564770346","0.00548836578673217","0"
"76.8798828125","1.96950972080231","2.36508369445801","0.0131470724227256","0.00559833642910235","0"
"76.8896484375","2.10958528518677","2.67842745780945","0.0142940243677003","0.00557745988771785","0"
"76.8994140625","2.24674820899963","2.36558270454407","0.0141278778755805","0.00553694371774327","0"
"76.9091796875","1.90905177593231","2.68376302719116","0.0135865584525163","0.00566808876101277","0"
"76.9189453125","2.06968402862549","2.37723159790039","0.0139617295644712","0.00576357524550986","0"
"76.9287109375","2.09504961967468","2.71352815628052","0.0142422150020138","0.00579513607590343","0"
"76.9384765625","1.71517133712769","2.40680980682373","0.0139653029691544","0.00583001974518993","0"
"76.9482421875","1.90264666080475","2.63682293891907","0.0145834419527091","0.00589612136536743","0"
"76.9580078125","2.11069941520691","2.4231014251709","0.0158018556248862","0.00599855184191256","0"
"76.9677734375","2.28091835975647","2.58196067810059","0.0141260907184915","0.00601798274146859","0"
"76.9775390625","2.17764282226563","2.48892784118652","0.0152623233589111","0.00599825398239773","0"
"76.9873046875","2.30274629592896","2.54199409484863","0.0145494987009442","0.00602863747189986","0"
"76.9970703125","2.00615954399109","2.55018544197083","0.0149568277265644","0.00616060196989565","0"
"77.0068359375","1.72464644908905","2.53888821601868","0.0149961306306068","0.00624769927526359","0"
"77.0166015625","1.80288445949554","2.56967401504517","0.0149729057739023","0.00624711810814915","0"
"77.0263671875","2.50828790664673","2.51110219955444","0.0149961306306068","0.00624565791440546","0"
"77.0361328125","2.60670900344849","2.63238763809204","0.0152176598930964","0.00627942381470348","0"
"77.0458984375","1.96081352233887","2.49541783332825","0.0160198123921873","0.00635305059404345","0"
"77.0556640625","2.50854635238647","2.67326664924622","0.0160037343448494","0.00651396794637549","0"
"77.0654296875","2.04489803314209","2.47494983673096","0.0160573290486354","0.0065507292674738","0"
"77.0751953125","1.94834899902344","2.66669774055481","0.015369516404462","0.00654940322419861","0"
"77.0849609375","2.07779693603516","2.44517779350281","0.0156178430188447","0.0066085458456655","0"
"77.0947265625","2.42416524887085","2.70640349388123","0.0158965412992984","0.00657436248729937","0"
"77.1044921875","2.61559391021729","2.40987300872803","0.0167201305885101","0.00664001709083095","0"
"77.1142578125","2.36153841018677","2.79085278511047","0.0168237493198831","0.00670415147396852","0"
"77.1240234375","1.98857510089874","2.3916347026825","0.0165879282576498","0.00670585041007143","0"
"77.1337890625","1.88521575927734","2.79703211784363","0.0166540303325746","0.00673556314723101","0"
"77.1435546875","2.15641212463379","2.38649797439575","0.0174669003172312","0.00677224988976377","0"
"77.1533203125","2.19050550460815","2.81605052947998","0.0167558628163533","0.00690832712280098","0"
"77.1630859375","2.31082773208618","2.3882851600647","0.01653254548728","0.00693723541189684","0"
"77.1728515625","2.4484167098999","2.79660844802856","0.0171328210853972","0.00690954902893282","0"
"77.1826171875","2.14815950393677","2.36451601982117","0.017038135410985","0.00690501929057064","0"
"77.1923828125","1.96271347999573","2.80734133720398","0.0169648865266936","0.0069403199631779","0"
"77.2021484375","2.00834584236145","2.33782577514648","0.017195348846144","0.00703775867805234","0"
"77.2119140625","2.20030188560486","2.84871077537537","0.0174275974131888","0.00713728377377265","0"
"77.2216796875","2.583340883255","2.33858370780945","0.0176634184754221","0.00714257339495816","0"
"77.2314453125","2.41159224510193","2.86358737945557","0.017817061234382","0.00710988024366088","0"
"77.2412109375","2.0478036403656","2.38493394851685","0.0181618615897605","0.00719136005500332","0"
"77.2509765625","1.91495406627655","2.86029958724976","0.0184530654223636","0.00720627622285974","0"
"77.2607421875","2.02832269668579","2.40056014060974","0.0176902176463045","0.00720864545655786","0"
"77.2705078125","2.07193660736084","2.78551864624023","0.0181118375621736","0.0072759689828672","0"
"77.2802734375","2.37461757659912","2.41546392440796","0.0180671759153483","0.00737170876163873","0"
"77.2900390625","2.17086744308472","2.75777721405029","0.018997958250111","0.00737209620638168","0"
"77.2998046875","2.50220417976379","2.44934034347534","0.0188318099390017","0.0073639453148644","0"
"77.3095703125","2.35181879997253","2.74609398841858","0.018817518139258","0.00739969300411758","0"
"77.3193359375","1.68128061294556","2.470787525177","0.0189122038136702","0.00749377886677394","0"
"77.3291015625","1.82975900173187","2.76980495452881","0.0186674496944761","0.00762850049795816","0"
"77.3388671875","2.05162453651428","2.43576550483704","0.018245829778607","0.00772652037994703","0"
"77.3486328125","2.3370246887207","2.75498509407043","0.0197089957509888","0.00769327562011313","0"
"77.3583984375","2.260498046875","2.52867841720581","0.0192855895875255","0.00759337854105979","0"
"77.3681640625","1.98353898525238","2.74112367630005","0.0192302049981663","0.00770074166211998","0"
"77.3779296875","1.98928761482239","2.55469274520874","0.0196875571418786","0.00782705865276512","0"
"77.3876953125","1.81192994117737","2.71292090415955","0.0191051494766725","0.00782401821197709","0"
"77.3974609375","1.98431432247162","2.65678119659424","0.0199626829271438","0.00778727189754136","0"
"77.4072265625","2.35327172279358","2.6461923122406","0.0195750071725342","0.00782449569669552","0"
"77.4169921875","2.39680528640747","2.68412828445435","0.0204450461751549","0.00809291032055626","0"
"77.4267578125","2.3239734172821","2.6575083732605","0.0204682728508487","0.00814713530417066","0"
"77.4365234375","1.7593754529953","2.70697975158691","0.0200234262592858","0.00812274174677441","0"
"77.4462890625","1.96412789821625","2.5697169303894","0.0207487573788967","0.00812530561233871","0"
"77.4560546875","2.23890066146851","2.6854248046875","0.0201395505428081","0.00822623042040505","0"
"77.4658203125","2.35268497467041","2.55749344825745","0.0208577348530525","0.00832025671115844","0"
"77.4755859375","2.53149199485779","2.71392941474915","0.0207362518267473","0.00828783231554553","0"
"77.4853515625","2.06349182128906","2.50680255889893","0.0206236982194241","0.00835512582852971","0"
"77.4951171875","2.29290103912354","2.74072241783142","0.021041747459094","0.00842559347802307","0"
"77.5048828125","1.97632360458374","2.4656937122345","0.0214222782233264","0.00842306053527864","0"
"77.5146484375","2.01192927360535","2.76674032211304","0.020880959709757","0.00845477006805595","0"
"77.5244140625","2.08290648460388","2.4026198387146","0.0215741347346921","0.00855365397001151","0"
"77.5341796875","2.55008935928345","2.80069541931152","0.020820216377615","0.00863844161358429","0"
"77.5439453125","2.48229718208313","2.425128698349","0.0207916327781277","0.00864116827870021","0"
"77.5537109375","2.15294432640076","2.82836818695068","0.0218385393964127","0.00868937331688358","0"
"77.5634765625","2.06479454040527","2.46576046943665","0.0213311650441028","0.00877533875609515","0"
"77.5732421875","2.06059670448303","2.86487364768982","0.0217742253880715","0.00883966640685685","0"
"77.5830078125","1.96419072151184","2.49752902984619","0.0213579623959959","0.00884342171048047","0"
"77.5927734375","2.23533821105957","2.8616201877594","0.0224459599849069","0.00881439427757869","0"
"77.6025390625","2.48748683929443","2.44910550117493","0.0222512280743103","0.00894872846401995","0"
"77.6123046875","2.18756484985352","2.91795039176941","0.0221458230953431","0.00908160200197017","0"
"77.6220703125","1.94001591205597","2.42292451858521","0.0221779810090084","0.00896960500540445","0"
"77.6318359375","1.97518503665924","2.91252040863037","0.0229551205848111","0.00900998747965787","0"
"77.6416015625","2.22028923034668","2.42787098884583","0.0225996027438669","0.00916603221412515","0"
"77.6513671875","2.42051553726196","2.86661815643311","0.0225513649638742","0.00924183405004442","0"
"77.6611328125","2.32401180267334","2.42626738548279","0.0231891553994501","0.00920425372896716","0"
"77.6708984375","2.36817049980164","2.91678929328918","0.0227836153499084","0.00926761367736617","0"
"77.6806640625","2.10512185096741","2.4754421710968","0.0227389500651043","0.00935682692215778","0"
"77.6904296875","2.34822154045105","2.84326720237732","0.0232874153880402","0.00941836879064795","0"
"77.7001953125","1.65923964977264","2.49205613136292","0.0232034490181832","0.00949262084759539","0"
"77.7099609375","2.17004323005676","2.81087613105774","0.0232731235882966","0.00956493659032276","0"
"77.7197265625","2.73527002334595","2.52221250534058","0.0233356531680329","0.00961789464781759","0"
"77.7294921875","2.79461741447449","2.83715295791626","0.0232606180361472","0.00960721081355587","0"
"77.7392578125","2.1155469417572","2.4936375617981","0.0234982253459748","0.00966875268204603","0"
"77.7490234375","2.32633090019226","2.83620262145996","0.0235268107644515","0.0097369102149969","0"
"77.7587890625","2.23294591903687","2.53529334068298","0.024152095647878","0.00975975399342133","0"
"77.7685546875","2.09085178375244","2.8187141418457","0.0235089446505299","0.00982245819614036","0"
"77.7783203125","2.31980347633362","2.58969759941101","0.0245094015554059","0.00982770325208548","0"
"77.7880859375","2.29304075241089","2.76419687271118","0.0245040409936337","0.00989972068055067","0"
"77.7978515625","2.41040134429932","2.6466691493988","0.0246934141614474","0.00999179519567406","0"
"77.8076171875","2.37442207336426","2.7188241481781","0.0248470551014179","0.0100016295618843","0"
"77.8173828125","2.16027140617371","2.73894214630127","0.0246755480475258","0.00999748681351775","0"
"77.8271484375","2.07397961616516","2.69869589805603","0.0248113246925641","0.0100536790341721","0"
"77.8369140625","2.51161289215088","2.73344206809998","0.0245362007262884","0.0101470050140051","0"
"77.8466796875","2.40469813346863","2.64926910400391","0.0246934141614474","0.0102587937362841","0"
"77.8564453125","2.45445513725281","2.74534630775452","0.0253669350058772","0.0102494059319724","0"
"77.8662109375","2.52133584022522","2.64452862739563","0.0248988635576097","0.0102883132058196","0"
"77.8759765625","2.33769178390503","2.77169513702393","0.0254133865382755","0.0103465463325847","0"
"77.8857421875","2.22285628318787","2.58937692642212","0.02571352160885","0.0104163136711577","0"
"77.8955078125","2.14918971061707","2.79400300979614","0.0247702355409274","0.0103837546703289","0"
"77.9052734375","2.31820392608643","2.54414319992065","0.0258921754721086","0.0103885531643755","0"
"77.9150390625","2.61216425895691","2.83042812347412","0.025229373932234","0.0104844566521933","0"
"77.9248046875","2.29344248771667","2.51249122619629","0.0246648305619601","0.0105842800621758","0"
"77.9345703125","2.10486364364624","2.84088850021362","0.025463408746873","0.0105879307739087","0"
"77.9443359375","2.06158137321472","2.51517367362976","0.0250435732596088","0.0106545239759726","0"
"77.9541015625","2.15468692779541","2.87090921401978","0.0271159478870686","0.0107237246993463","0"
"77.9638671875","2.32966613769531","2.5354905128479","0.0270409145741723","0.0107839550764766","0"
"77.9736328125","2.3749144077301","2.93121147155762","0.0258546588156605","0.0108509511846933","0"
"77.9833984375","2.32229709625244","2.53658127784729","0.0267979467025725","0.0108173935586819","0"
"77.9931640625","2.40821862220764","2.94928669929504","0.0263816837104969","0.0108729454950662","0"
"78.0029296875","1.86585009098053","2.5020809173584","0.0268318890448427","0.0108724088931922","0"
"78.0126953125","1.99632835388184","2.96090984344482","0.026406696633785","0.010878682587645","0"
"78.0224609375","2.28478455543518","2.53652477264404","0.026817597245099","0.010979831131408","0"
"78.0322265625","2.65389919281006","2.99272108078003","0.0275607944786316","0.0110370219772449","0"
"78.0419921875","2.58484625816345","2.51774120330811","0.0267086197709432","0.0111037043097895","0"
"78.0517578125","2.07611012458801","2.98916053771973","0.0276179634965956","0.0111303625089931","0"
"78.0615234375","2.19192695617676","2.49438524246216","0.0265942817350151","0.0112948118839995","0"
"78.0712890625","2.11088800430298","2.96887803077698","0.0273678488156293","0.0113200394480373","0"
"78.0810546875","2.35758137702942","2.51111078262329","0.0272910274361493","0.0112615671241656","0"
"78.0908203125","2.38060712814331","2.93506669998169","0.0272713768936228","0.0113247187982779","0"
"78.1005859375","2.51385855674744","2.55045294761658","0.0280610238405643","0.0113573523776722","0"
"78.1103515625","2.35510516166687","2.93289566040039","0.0282754062936874","0.011484265087347","0"
"78.1201171875","2.14452052116394","2.61747670173645","0.0285505320789525","0.0115564916995936","0"
"78.1298828125","2.15535402297974","2.90246486663818","0.0281378434010549","0.0115385801109369","0"
"78.1396484375","2.2549204826355","2.58332943916321","0.0282307428278727","0.0115268376248423","0"
"78.1494140625","2.62517714500427","2.88683199882507","0.0285147998511093","0.0115299671961111","0"
"78.1591796875","2.7653226852417","2.57996106147766","0.0280806743830908","0.0115242746687727","0"
"78.1689453125","2.59910941123962","2.87942790985107","0.0288077935692854","0.0115905550046591","0"
"78.1787109375","2.20597720146179","2.61012578010559","0.0286523645627312","0.0116181672638049","0"
"78.1884765625","2.16006541252136","2.84233593940735","0.0286219947156496","0.0117220279207686","0"
"78.1982421875","1.86993622779846","2.68979644775391","0.0281038992397953","0.011795252248703","0"
"78.2080078125","2.17664742469788","2.81141471862793","0.0287988586933352","0.01172092561319","0"
"78.2177734375","2.43948650360107","2.78986477851868","0.0292026161332615","0.011693030501192","0"
"78.2275390625","2.61655068397522","2.79740238189697","0.0298797094728798","0.0118285861390177","0"
"78.2373046875","2.32809448242188","2.8178083896637","0.0298118211503606","0.0119899214041652","0"
"78.2470703125","1.95753407478333","2.79245448112488","0.0294634501187829","0.0119544420158491","0"
"78.2568359375","2.10541534423828","2.86652541160584","0.0304764125758084","0.0120319127745461","0"
"78.2666015625","2.441002368927","2.7841739654541","0.0298225422739051","0.012117654478061","0"
"78.2763671875","2.1575334072113","2.86528182029724","0.0301155323541025","0.0121877637866419","0"
"78.2861328125","3.08112812042236","2.74237060546875","0.0302798925986281","0.0121875409604399","0"
"78.2958984375","3.05163431167603","2.88507914543152","0.0298100349027663","0.0121540724649094","0"
"78.3056640625","2.49493288993835","2.69442892074585","0.0302441621897742","0.0122150186143699","0"
"78.3154296875","2.10811495780945","2.91728663444519","0.0300387109746225","0.0122813135021715","0"
"78.3251953125","1.86317133903503","2.63580918312073","0.0308212111121975","0.0123030986287631","0"
"78.3349609375","2.50894451141357","2.96497464179993","0.0312839219986927","0.0122836081573041","0"
"78.3447265625","2.79183387756348","2.55828738212585","0.0291865362669341","0.0122828332678182","0"
"78.3544921875","2.39911031723022","2.889564037323","0.0314697208523285","0.0124106109069544","0"
"78.3642578125","2.50469422340393","2.57485008239746","0.0309462666336913","0.0125376436699298","0"
"78.3740234375","2.10518836975098","2.96059417724609","0.0315036668325774","0.012546688594739","0"
"78.3837890625","2.10541892051697","2.62251377105713","0.0314697208523285","0.0125763262985856","0"
"78.3935546875","2.17183136940002","3.00552582740784","0.0316108562401496","0.0126453342090826","0"
"78.4033203125","2.43253660202026","2.60684657096863","0.0317055419145618","0.0126037302834447","0"
"78.4130859375","2.87322568893433","3.04077076911926","0.0308551534544677","0.012643262380152","0"
"78.4228515625","2.56660866737366","2.58347535133362","0.0320682083838619","0.0126032236948959","0"
"78.4326171875","2.30201983451843","3.08416414260864","0.0316340810968541","0.0127456187328789","0"
"78.4423828125","2.03078150749207","2.57821679115295","0.0317662852467038","0.0128007677631103","0"
"78.4521484375","2.23180389404297","3.08691501617432","0.0315125980705488","0.0127484354379703","0"
"78.4619140625","2.31330060958862","2.59440875053406","0.0320199724228587","0.0127947478176793","0"
"78.4716796875","2.55884146690369","3.04784727096558","0.0320574908982962","0.0128035844682017","0"
"78.4814453125","2.51817178726196","2.57194638252258","0.0315697689075023","0.0128627270896686","0"
"78.4912109375","2.70323371887207","2.99123072624207","0.0329346767102834","0.0128840802062768","0"
"78.5009765625","2.3774778842926","2.62359619140625","0.0317662852467038","0.012994319149584","0"
"78.5107421875","2.15033888816834","3.01695013046265","0.0321986262861174","0.013062089237792","0"
"78.5205078125","2.27267265319824","2.65324807167053","0.03252377427998","0.0130525377244339","0"
"78.5302734375","2.52628469467163","3.00193977355957","0.0327613852277864","0.0131315591715975","0"
"78.5400390625","2.17515969276428","2.68507647514343","0.0335939039359801","0.013224035683379","0"
"78.5498046875","2.16570210456848","3.02705001831055","0.0330418697558343","0.0133147832457325","0"
"78.5595703125","2.23718929290771","2.69081020355225","0.0331740702677052","0.0133147832457325","0"
"78.5693359375","2.51617741584778","2.99813389778137","0.0333098469127435","0.0132789464259986","0"
"78.5791015625","2.27989506721497","2.70577430725098","0.033588548831176","0.0133179573822417","0"
"78.5888671875","2.43076586723328","2.9466986656189","0.0339440666721202","0.0133231878862716","0"
"78.5986328125","2.61890125274658","2.73888897895813","0.0333527241309639","0.0133826288220007","0"
